Unit,Status,Move_out,Ready_Date,DV,Move_in,DTBR,N/V/M,Insp,Insp_status,Paint,Paint_status,MR,MR_Status,HK,HK_Status,CC,CC_status,Assign,W_D,QC,P,B,U,Notes,Note_Text,Has_Note_Context,Note_Category,Has_Assignment,Is_MoveIn_Present,Is_Ready_Declared,Is_Vacant,Is_SMI,Is_On_Notice,Is_Allowed_Phase,Is_QC_Done,Aging_Business_Days,Aging,Task_State,Task_Completion_Ratio,Table_Current_Task,Table_Next_Task,Is_Task_Stalled,Status_Norm,Is_Unit_Ready,Is_Unit_Ready_For_Moving,In_Turn_Execution,Move_In_Happened,Operational_State,Prevention_Risk_Flag,Attention_Badge,Days_To_MoveIn,Inspection_SLA_Breach,SLA_Breach,SLA_MoveIn_Breach,Plan_Breach,snapshot_date
Unit 5-18-0413,On Notice ,2026-04-10 00:00:00,2026-04-24 00:00:00,-49,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,18,0413,,,False,,False,False,True,False,False,True,True,False,-35,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 7-03-0308,On Notice ,2026-04-10 00:00:00,2026-04-24 00:00:00,-49,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Brad,,No,7,03,0308,,,False,,True,False,True,False,False,True,True,False,-35,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 8-01-1119,On Notice ,2026-04-11 00:00:00,2026-04-25 00:00:00,-50,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Michael ,,No,8,01,1119,,,False,,True,False,True,False,False,True,True,False,-35,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 5-17-0118,On Notice ,2026-04-11 00:00:00,2026-04-25 00:00:00,-50,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,17,0118,,,False,,False,False,True,False,False,True,True,False,-35,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 7-07-0203,On Notice ,2026-04-13 00:00:00,2026-04-25 00:00:00,-52,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,No,7,07,0203,,,False,,False,False,True,False,False,True,True,False,-36,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 5-15-0205,On Notice ,2026-04-14 00:00:00,2026-04-28 00:00:00,-53,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,15,0205,,,False,,False,False,True,False,False,True,True,False,-37,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 5-17-0209,On Notice ,2026-04-14 00:00:00,2026-04-28 00:00:00,-53,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,17,0209,,,False,,False,False,True,False,False,True,True,False,-37,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 8-01-4110,On Notice ,2026-04-14 00:00:00,2026-04-28 00:00:00,-53,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Michael ,,No,8,01,4110,,,False,,True,False,True,False,False,True,True,False,-37,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 5-18-0106,On Notice ,2026-04-14 00:00:00,2026-04-28 00:00:00,-53,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,18,0106,,,False,,False,False,True,False,False,True,True,False,-37,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 5-18-0240,On Notice ,2026-04-14 00:00:00,2026-04-28 00:00:00,-53,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,18,0240,,,False,,False,False,True,False,False,True,True,False,-37,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 8-01-4017,On Notice ,2026-04-19 00:00:00,2026-05-02 00:00:00,-58,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Michael ,,No,8,01,4017,,,False,,True,False,True,False,False,True,True,False,-40,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 5-18-0421,On Notice ,2026-04-19 00:00:00,2026-05-02 00:00:00,-58,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,18,0421,,,False,,False,False,True,False,False,True,True,False,-40,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 7-08-0208,On Notice ,2026-04-20 00:00:00,2026-05-02 00:00:00,-59,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,No,7,08,0208,,,False,,False,False,True,False,False,True,True,False,-41,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 5-16-0203,On Notice ,2026-04-23 00:00:00,2026-05-07 00:00:00,-62,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,16,0203,,,False,,False,False,True,False,False,True,True,False,-44,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 7-03-0118,On Notice ,2026-04-27 00:00:00,2026-05-09 00:00:00,-66,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Brad,,No,7,03,0118,,,False,,True,False,True,False,False,True,True,False,-46,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 8-01-2094,On Notice ,2026-04-28 00:00:00,2026-05-12 00:00:00,-67,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Michael ,,No,8,01,2094,,,False,,True,False,True,False,False,True,True,False,-47,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 7-11-0202,On Notice ,2026-05-11 00:00:00,2026-05-23 00:00:00,-80,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Brad,,No,7,11,0202,,,False,,True,False,True,False,False,True,True,False,-56,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 7-07-0209,On Notice ,2026-05-22 00:00:00,2026-06-05 00:00:00,-91,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,No,7,07,0209,,,False,,False,False,True,False,False,True,True,False,-65,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 5-13-0203,On Notice ,2026-06-01 00:00:00,2026-06-13 00:00:00,-101,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,13,0203,,,False,,False,False,True,False,False,True,True,False,-71,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 7-04-0201,On Notice ,2026-06-01 00:00:00,2026-06-13 00:00:00,-101,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Brad,,No,7,04,0201,,,False,,True,False,True,False,False,True,True,False,-71,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-20
Unit 5-12-0307,Vacant ready,2025-04-01 00:00:00,2025-03-28 00:00:00,325,,,VACANT,2025-04-02 00:00:00,Done,2025-04-03 00:00:00,Done,2025-04-04 00:00:00,Done,2025-04-09 00:00:00,Done,2025-04-10 00:00:00,Done,Total,yes,No,5,12,0307,,,False,,False,False,True,True,False,False,True,False,233,120+,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 5-18-0116,Vacant not ready,2025-04-01 00:00:00,2026-02-28 00:00:00,325,,,VACANT,2025-04-02 00:00:00,Done,2025-04-03 00:00:00,Done,2025-04-04 00:00:00,Done,2025-04-09 00:00:00,Done,2025-04-10 00:00:00,Done,Total,yes,No,5,18,0116,[ISSUE:Wether | weather storm  freezes],[ISSUE:Wether | weather storm  freezes],True,ISSUE,False,False,True,True,False,False,True,False,233,120+,All Tasks Complete,100.0,Inspection,Paint,False,vacant not ready,False,False,True,False,Pending Start,True,🟡 Needs Attention,,False,True,False,False,2026-02-20
Unit 5-18-0238,Vacant ready,2025-06-09 00:00:00,2025-06-18 00:00:00,256,,,VACANT,2025-06-10 00:00:00,Done,2025-06-11 00:00:00,Done,2025-06-12 00:00:00,Done,2025-06-17 00:00:00,Done,2025-06-18 00:00:00,Done,Total,yes,No,5,18,0238,,,False,,False,False,True,True,False,False,True,False,184,120+,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 8-01-3001,Vacant ready,2025-07-08 00:00:00,2025-07-22 00:00:00,227,,,VACANT,2025-07-09 00:00:00,Done,2025-07-10 00:00:00,Done,2025-07-11 00:00:00,Done,2025-07-16 00:00:00,Done,2025-07-17 00:00:00,Done,Michael ,yes,No,8,01,3001,,,False,,True,False,True,True,False,False,True,False,163,120+,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 5-18-0422,Vacant ready,2025-07-31 00:00:00,2025-11-24 00:00:00,204,,,VACANT,2025-08-01 00:00:00,Done,2025-08-04 00:00:00,Done,2025-08-05 00:00:00,Done,2025-08-08 00:00:00,Done,2025-08-11 00:00:00,Done,Total,yes,No,5,18,0422,,,False,,False,False,True,True,False,False,True,False,146,120+,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 8-01-2001,Vacant ready,2025-09-14 00:00:00,2025-09-25 00:00:00,159,,,VACANT,2025-09-15 00:00:00,Done,2025-09-16 00:00:00,Done,2025-09-17 00:00:00,Done,2025-09-22 00:00:00,Done,2025-09-23 00:00:00,Done,Michael ,yes,No,8,01,2001,,,False,,True,False,True,True,False,False,True,False,114,120+,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 5-15-0305,Vacant ready,2025-10-09 00:00:00,2025-12-11 00:00:00,134,,,VACANT,2025-10-10 00:00:00,Done,2025-10-13 00:00:00,Done,2025-10-14 00:00:00,Done,2025-10-17 00:00:00,Done,2025-10-20 00:00:00,Done,Total,yes,No,5,15,0305,,,False,,False,False,True,True,False,False,True,False,96,120+,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 5-18-0222,Vacant ready,2025-10-16 00:00:00,2025-10-24 00:00:00,127,,,VACANT,2025-10-17 00:00:00,Done,2025-10-20 00:00:00,Done,2025-10-21 00:00:00,Done,2025-10-24 00:00:00,Done,2025-10-27 00:00:00,Done,Total,yes,No,5,18,0222,,,False,,False,False,True,True,False,False,True,False,91,120+,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 7-09-0107,Vacant ready,2025-10-31 00:00:00,2025-11-16 00:00:00,112,,,VACANT,2025-11-03 00:00:00,Done,2025-11-04 00:00:00,Done,2025-11-05 00:00:00,Done,2025-11-10 00:00:00,Done,2025-11-11 00:00:00,Done,Brad,yes,No,7,09,0107,,,False,,True,False,True,True,False,False,True,False,80,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 7-02-0202,Vacant ready,2025-11-10 00:00:00,2025-12-10 00:00:00,102,2026-02-24 00:00:00,-4.0,SMI,2025-11-11 00:00:00,Done,2025-11-12 00:00:00,Done,2025-11-13 00:00:00,Done,2025-11-18 00:00:00,Done,2025-11-19 00:00:00,Done,Brad,yes,No,7,02,0202,,,False,,True,True,True,False,True,False,True,False,74,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,QC Hold,False,📅 Scheduled to Move In,4.0,False,False,False,False,2026-02-20
Unit 5-18-0202,Vacant ready,2025-11-10 00:00:00,2025-12-12 00:00:00,102,,,VACANT,2025-11-11 00:00:00,Done,2025-11-12 00:00:00,Done,2025-11-13 00:00:00,Done,2025-11-18 00:00:00,Done,2025-11-19 00:00:00,Done,Total,yes,No,5,18,0202,,,False,,False,False,True,True,False,False,True,False,74,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 7-10-0303,Vacant ready,2025-11-11 00:00:00,2025-12-26 00:00:00,101,,,VACANT,2025-11-12 00:00:00,Done,2025-11-13 00:00:00,Done,2025-11-14 00:00:00,Done,2025-11-19 00:00:00,Done,2025-11-20 00:00:00,Done,Brad,yes,No,7,10,0303,,,False,,True,False,True,True,False,False,True,False,73,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 8-01-3013,Vacant ready,2025-11-12 00:00:00,2025-12-10 00:00:00,100,,,VACANT,2025-11-13 00:00:00,Done,2025-11-14 00:00:00,Done,2025-11-17 00:00:00,Done,2025-11-20 00:00:00,Done,2025-11-21 00:00:00,Done,Michael ,yes,No,8,01,3013,,,False,,True,False,True,True,False,False,True,False,72,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 5-18-0117,Vacant not ready,2025-11-24 00:00:00,2026-02-28 00:00:00,88,,,VACANT,2025-11-25 00:00:00,Done,2025-11-26 00:00:00,Done,2025-11-27 00:00:00,Done,2025-12-02 00:00:00,Done,2025-12-03 00:00:00,Done,Total,yes,No,5,18,0117,[ISSUE:Wether | weather storm  freezes],[ISSUE:Wether | weather storm  freezes],True,ISSUE,False,False,True,True,False,False,True,False,64,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant not ready,False,False,True,False,Pending Start,True,🟡 Needs Attention,,False,True,False,False,2026-02-20
Unit 5-11-0106,Vacant ready,2025-12-04 00:00:00,2026-01-12 00:00:00,78,,,VACANT,2025-12-05 00:00:00,Done,2025-12-08 00:00:00,Done,2025-12-09 00:00:00,Done,2025-12-12 00:00:00,Done,2025-12-15 00:00:00,Done,Total,Yes stack ,No,5,11,0106,,,False,,False,False,True,True,False,False,True,False,56,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 5-17-0119,Vacant ready,2025-12-05 00:00:00,2025-12-26 00:00:00,77,,,VACANT,2025-12-08 00:00:00,Done,2025-12-09 00:00:00,Done,2025-12-10 00:00:00,Done,2025-12-15 00:00:00,Done,2025-12-16 00:00:00,Done,Total,yes,No,5,17,0119,,,False,,False,False,True,True,False,False,True,False,55,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 8-01-1109,Vacant ready,2025-12-05 00:00:00,2025-12-22 00:00:00,77,,,VACANT,2025-12-08 00:00:00,Done,2025-12-09 00:00:00,Done,2025-12-10 00:00:00,Done,2025-12-15 00:00:00,Done,2025-12-16 00:00:00,Done,Michael ,yes,No,8,01,1109,,,False,,True,False,True,True,False,False,True,False,55,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 7-11-0315,Vacant ready,2025-12-11 00:00:00,2026-01-07 00:00:00,71,,,VACANT,2025-12-12 00:00:00,Done,2025-12-15 00:00:00,Done,2025-12-16 00:00:00,Done,2025-12-19 00:00:00,Done,2025-12-22 00:00:00,Done,Brad,yes,No,7,11,0315,,,False,,True,False,True,True,False,False,True,False,51,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 8-01-2012,Vacant ready,2025-12-24 00:00:00,2026-01-13 00:00:00,58,,,VACANT,2025-12-25 00:00:00,Done,2025-12-26 00:00:00,Done,2025-12-29 00:00:00,Done,2026-01-01 00:00:00,Done,2026-01-02 00:00:00,Done,Michael ,Yes stack ,No,8,01,2012,,,False,,True,False,True,True,False,False,True,False,42,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 5-02-0109,Vacant ready,2025-12-25 00:00:00,2026-01-16 00:00:00,57,,,VACANT,2025-12-26 00:00:00,Done,2025-12-29 00:00:00,Done,2025-12-30 00:00:00,Done,2026-01-02 00:00:00,Done,2026-01-05 00:00:00,Done,Total,yes,No,5,02,0109,,,False,,False,False,True,True,False,False,True,False,41,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 7-02-0303,Vacant ready,2025-12-27 00:00:00,2026-01-16 00:00:00,55,2026-03-06 00:00:00,-14.0,SMI,2025-12-29 00:00:00,Done,2025-12-30 00:00:00,Done,2025-12-31 00:00:00,Done,2026-01-05 00:00:00,Done,2026-01-06 00:00:00,Done,Brad,yes,No,7,02,0303,,,False,,True,True,True,False,True,False,True,False,39,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,QC Hold,False,📅 Scheduled to Move In,14.0,False,False,False,False,2026-02-20
Unit 5-01-0221,Vacant ready,2025-12-30 00:00:00,2026-01-16 00:00:00,52,,,VACANT,2025-12-31 00:00:00,Done,2026-01-01 00:00:00,Done,2026-01-02 00:00:00,Done,2026-01-07 00:00:00,Done,2026-01-08 00:00:00,Done,Total,yes,No,5,01,0221,,,False,,False,False,True,True,False,False,True,False,38,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 7-04-0303,Vacant ready,2025-12-30 00:00:00,2026-01-16 00:00:00,52,,,VACANT,2025-12-31 00:00:00,Done,2026-01-01 00:00:00,Done,2026-01-02 00:00:00,Done,2026-01-07 00:00:00,Done,2026-01-08 00:00:00,Done,Brad,yes,No,7,04,0303,,,False,,True,False,True,True,False,False,True,False,38,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 5-18-0342,Vacant ready,2025-12-31 00:00:00,2026-01-14 00:00:00,51,,,VACANT,2026-01-01 00:00:00,Done,2026-01-02 00:00:00,Done,2026-01-05 00:00:00,Done,2026-01-08 00:00:00,Done,2026-01-09 00:00:00,Done,Total,yes,No,5,18,0342,,,False,,False,False,True,True,False,False,True,False,37,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 7-02-0302,Vacant ready,2026-01-02 00:00:00,2026-01-16 00:00:00,49,,,VACANT,2026-01-05 00:00:00,Done,2026-01-06 00:00:00,Done,2026-01-07 00:00:00,Done,2026-01-12 00:00:00,Done,2026-01-13 00:00:00,Done,Miguel G,yes,No,7,02,0302,,,False,,True,False,True,True,False,False,True,False,35,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 7-09-0111,Vacant ready,2026-01-04 00:00:00,2026-01-17 00:00:00,47,,,VACANT,2026-01-05 00:00:00,Done,2026-01-06 00:00:00,Done,2026-01-07 00:00:00,Done,2026-01-12 00:00:00,Done,2026-01-13 00:00:00,Done,Brad,yes,No,7,09,0111,,,False,,True,False,True,True,False,False,True,False,34,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 7-07-0104,Vacant ready,2026-01-05 00:00:00,2026-01-23 00:00:00,46,,,VACANT,2026-01-06 00:00:00,Done,2026-01-07 00:00:00,Done,2026-01-08 00:00:00,Done,2026-01-13 00:00:00,Done,2026-01-14 00:00:00,Done,Brad,yes,No,7,07,0104,,,False,,True,False,True,True,False,False,True,False,34,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 7-06-0106,Vacant ready,2026-01-05 00:00:00,2026-01-19 00:00:00,46,,,VACANT,2026-01-06 00:00:00,Done,2026-01-07 00:00:00,Done,2026-01-08 00:00:00,Done,2026-01-13 00:00:00,Done,2026-01-14 00:00:00,Done,Brad,Yes,No,7,06,0106,,,False,,True,False,True,True,False,False,True,False,34,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 7-11-0318,Vacant ready,2026-01-07 00:00:00,2026-01-26 00:00:00,44,,,VACANT,2026-01-08 00:00:00,Done,2026-01-09 00:00:00,Done,2026-01-12 00:00:00,Done,2026-01-15 00:00:00,Done,2026-01-16 00:00:00,Done,Brad,Yes stack ,No,7,11,0318,,,False,,True,False,True,True,False,False,True,False,32,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 8-01-3096,Vacant ready,2026-01-08 00:00:00,2026-01-22 00:00:00,43,,,VACANT,2026-01-09 00:00:00,Done,2026-01-12 00:00:00,Done,2026-01-13 00:00:00,Done,2026-01-16 00:00:00,Done,2026-01-19 00:00:00,Done,Michael ,Yes stack ,No,8,01,3096,,,False,,True,False,True,True,False,False,True,False,31,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 5-18-0218,Vacant ready,2026-01-15 00:00:00,2026-02-06 00:00:00,36,,,VACANT,2026-01-16 00:00:00,Done,2026-01-19 00:00:00,Done,2026-01-20 00:00:00,Done,2026-01-23 00:00:00,Done,2026-01-26 00:00:00,Done,Total,Yes stack ,No,5,18,0218,,,False,,False,False,True,True,False,False,True,False,26,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 5-17-0215,Vacant not ready,2026-01-16 00:00:00,2026-02-13 00:00:00,35,,,VACANT,2026-01-19 00:00:00,Done,2026-01-20 00:00:00,In Progress,2026-01-21 00:00:00,In Progress,2026-01-26 00:00:00,In Progress,2026-01-27 00:00:00,In Progress,Total,Yes,No,5,17,0215,[HOLD:Bad Turn| apartmet dmage ],[HOLD:Bad Turn| apartmet dmage ],True,HOLD,False,False,True,True,False,False,True,False,25,31–60,In Progress,20.0,Paint,MR,True,vacant not ready,False,False,True,False,Work Stalled,True,⏸️ Work Stalled,,False,True,False,True,2026-02-20
Unit 7-10-0302,Vacant ready,2026-01-16 00:00:00,2026-02-06 00:00:00,35,,,VACANT,2026-01-19 00:00:00,Done,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-26 00:00:00,Done,2026-01-27 00:00:00,Done,Miguel G,Yes,No,7,10,0302,,,False,,True,False,True,True,False,False,True,False,25,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 5-04-5760,Vacant ready,2026-01-19 00:00:00,2026-01-29 00:00:00,32,2026-03-07 00:00:00,-15.0,SMI,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-22 00:00:00,Done,2026-01-27 00:00:00,Done,2026-01-28 00:00:00,Done,Total,Yes,No,5,04,5760,,,False,,False,True,True,False,True,False,True,False,24,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,QC Hold,False,📅 Scheduled to Move In,15.0,False,False,False,False,2026-02-20
Unit 5-18-0146,Vacant ready,2026-01-19 00:00:00,2026-01-29 00:00:00,32,,,VACANT,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-22 00:00:00,Done,2026-01-27 00:00:00,Done,2026-01-28 00:00:00,Done,Total,Yes,No,5,18,0146,,,False,,False,False,True,True,False,False,True,False,24,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 5-17-0311,Vacant ready,2026-01-17 00:00:00,2026-02-06 00:00:00,34,,,VACANT,2026-01-19 00:00:00,Done,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-26 00:00:00,Done,2026-01-27 00:00:00,Done,Total,Yes,No,5,17,0311,,,False,,False,False,True,True,False,False,True,False,24,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 8-01-3086,Vacant ready,2026-01-18 00:00:00,2026-01-31 00:00:00,33,,,VACANT,2026-01-19 00:00:00,Done,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-26 00:00:00,Done,2026-01-27 00:00:00,Done,Michael ,yes,No,8,01,3086,,,False,,True,False,True,True,False,False,True,False,24,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
Unit 8-01-2083,Vacant ready,2026-01-21 00:00:00,2026-02-04 00:00:00,30,,,VACANT,2026-01-22 00:00:00,Done,2026-01-23 00:00:00,Done,2026-01-26 00:00:00,Done,2026-01-29 00:00:00,Done,2026-01-30 00:00:00,Done,Brad,Yes,No,8,01,2083,,,False,,True,False,True,True,False,False,True,False,22,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-20
